branch,num_features,avg_mean_abs_shap_per_feature,total_mean_abs_shap,max_single_feature_mean_abs_shap,relative_total_importance
efficientnet_b0_image_encoder,1280,0.003234806408912245,4.140552203407673,0.017408781850917876,0.9786577588187941
metadata_mlp_encoder,32,0.002821743063145664,0.09029577802066124,0.012462431678159192,0.021342241181205802
